نام کالا,نماد,تالار,تولید کننده,نوع قرارداد,قیمت پایانی میانگین موزون,ارزش معامله (هزارریال),قیمت پایانی,پایین ترین,بالاترین,قیمت پایه عرضه,حجم عرضه,تقاضا,حجم قرارداد,واحد,تاریخ معامله,تاریخ تحویل,مکان تحویل,عرضه کننده,تاریخ قیمت تسویه,کارگزار,نحوه عرضه,روش خرید,نوع بسته بندی,نوع تسویه,نوع ارز,کد عرضه
روغن پایه SN500,SOC-BOSN500B-00,تالار فرآورده های نفتی,نفت سپاهان,نقدی,"354,275","423,712,900","354,275","354,275","354,275","354,275","1,334","1,242","1,196",تن,1403/08/21,1403/08/26,انبار کارخانه,نفت سپاهان,,خبرگان سهام,عمده,عادی,فله,نقدی,ریال,888405
روغن پایه SN500,SOC-BOSN500B-00,تالار فرآورده های نفتی,نفت سپاهان,نقدی (مچینگ),"354,275","48,889,950","354,275","354,275","354,275","354,275",0,138,138,تن,1403/08/21,1403/08/26,انبار کارخانه,نفت سپاهان,,خبرگان سهام,عمده,عادی,فله,نقدی,ریال,888405
سیمان پرتلند نوع 1 رده 32/5-کیسه50,BCCO-PCT1G32.5-L50-00,تالار سیمان,سیمان بجنورد,نقدی,"10,662","53,307,620","10,662","10,433","10,819","9,760","5,000","8,660","5,000",تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان بجنورد,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,888406
سیمان پرتلند نوع 5 رده 32/5-فله,BCC-PCT5G32.5-B-00,تالار سیمان,سیمان بهبهان,نقدی,"12,897","12,897,070","12,897","12,619","13,759","10,117","1,000","3,110","1,000",تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان بهبهان,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,888411
سیمان پرتلند نوع 5 رده 32/5-کیسه50,BCC-PCT5G32.5-L50-00,تالار سیمان,سیمان بهبهان,نقدی,"15,253","129,647,370","15,253","15,250","15,369","14,641","8,500","12,650","8,500",تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان بهبهان,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,888414
سیمان پرتلند نوع 5 رده 22/5-کیسه50,DCCO-PCT5G22.5-L50-00,تالار سیمان,سیمان دورود,سلف,"13,274","4,114,940","13,274","13,274","13,274","13,274",500,310,310,تن,1403/08/21,1403/09/20,انبار کارخانه,سیمان دورود,,صبا تأمین,عمده,عادی,کیسه,نقدی / اعتباری,ریال,888419
سیمان پرتلند نوع 1 رده 32/5-فله,SACE-PCT1G32.5-B-00,تالار سیمان,سیمان ساوه,نقدی,"12,915","25,830,380","12,915","12,800","12,999","9,122","2,000","4,410","2,000",تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان ساوه,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,888420
سیمان پرتلند نوع 5 رده 32/5-فله,FACO-PCT5G32.5-B-00,تالار سیمان,سیمان فارس,نقدی,"15,663","70,484,600","15,663","15,500","16,019","11,491","4,500","8,920","4,500",تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان فارس,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,888421
سیمان پرتلند نوع 5 رده 32/5-کیسه50,FACO-PCT5G32.5-L50-00,تالار سیمان,سیمان فارس,نقدی,"17,258","34,516,560","17,258","17,071","17,454","14,379","2,000","6,750","2,000",تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان فارس,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,888422
سیمان پرتلند نوع 1 رده 52/5-فله,NFCO-PCT1G52.5-B-00,تالار سیمان,سیمان فارس نو,نقدی,"17,712","3,542,375","17,712","17,509","17,900","12,093",200,725,200,تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان فارس نو,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,888423
سیمان پرتلند نوع 1 رده 52/5-کیسه50,NFCO-PCT1G52.5-L50-00,تالار سیمان,سیمان فارس نو,نقدی,"17,162","5,148,650","17,162","16,879","17,356","14,954",300,"2,100",300,تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان فارس نو,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,888424
سیمان پرتلند نوع 5 رده 42/5-فله,KHCO-PCT5G42.5-B-00,تالار سیمان,سیمان خوزستان,نقدی,"13,410","46,936,380","13,410","13,110","13,669","9,268","3,500","6,190","3,500",تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان خوزستان,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,888425
سیمان پرتلند نوع 5 رده 42/5-کیسه50,KHCO-PCT5G42.5-L50-00,تالار سیمان,سیمان خوزستان,نقدی,"14,303","286,054,090","14,303","14,199","14,489","13,723","20,000","23,260","20,000",تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان خوزستان,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,888426
سیمان پرتلند نوع 1 رده 42/5-فله,ZCC-PCT1G42.5-B-00,تالار سیمان,سیمان زنجان,نقدی,"13,264","66,321,690","13,264","13,100","13,409","11,995","5,000","7,880","5,000",تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان زنجان,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,888427
پلی پروپیلن نساجی HP552R,SHPC-PPHP552RPP-00,تالار پتروشیمی,پتروشیمی شازند,سلف,"561,419","707,387,460","561,419","556,000","564,100","484,049","1,260","2,540","1,260",تن,1403/08/21,1403/09/12,انبار کارخانه,پتروشیمی شازند,,بانک ملی,عمده,عادی,پالت پلاستیکی,نقدی,ریال,888429
سیمان پرتلند نوع 5 رده 42/5-فله,GHCO-PCT5G42.5-B-00,تالار سیمان,سیمان قائن,نقدی,"8,987","179,740","8,987","8,987","8,987","8,987","1,000",20,20,تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان قائن,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,888430
سیمان پوزولانی,HCC-CEMENTPB-00,تالار سیمان,سیمان هرمزگان,نقدی,"14,448","28,895,050","14,448","14,200","14,800","8,447","2,000","4,390","2,000",تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان هرمزگان,,بانک سپه,عمده,عادی,فله,نقدی,ریال,888431
سیمان پرتلند نوع 5 رده 32/5-کیسه50,GHCO-PCT5G32.5-L50-00,تالار سیمان,سیمان قائن,نقدی (مچینگ),"10,854","868,320","10,854","10,854","10,854","10,854",0,80,80,تن,1403/08/22,1403/08/26,انبار کارخانه,سیمان قائن,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,888433
سیمان پرتلند نوع 5 رده 32/5-کیسه50,GHCO-PCT5G32.5-L50-00,تالار سیمان,سیمان قائن,نقدی,"10,854","651,240","10,854","10,854","10,854","10,854","1,000",60,60,تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان قائن,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,888433
سیمان پرتلند نوع 5 رده 32/5-کیسه50,GHCO-PCT5G32.5-L50-00,تالار سیمان,سیمان قائن,نقدی (مچینگ),"10,854","1,628,100","10,854","10,854","10,854","10,854",0,150,150,تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان قائن,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,888433
قیر 6070,KGAS-BI6070B-00,تالار فرآورده های نفتی,کیا گستر اهورا شرق,نسیه,,0,,,,"178,000",200,0,0,تن,1403/08/21,1403/08/26,انبار کارخانه,کیا گستر اهوراشرق,2025/02/09,اعتبار تابان,عمده,عادی,فله,نقدی / اعتباری,ریال,888434
پلی پروپیلن نساجی Z30S,SHPC-PPZ30SPP-00,تالار پتروشیمی,پتروشیمی شازند,نقدی,"548,237","32,894,200","548,237","540,899","551,999","484,049",60,120,60,تن,1403/08/21,1403/08/26,انبار کارخانه,پتروشیمی شازند,,بانک ملی,عمده,عادی,پالت پلاستیکی,نقدی,ریال,888435
سیمان پرتلند نوع 1 رده 32/5-فله,GHCO-PCT1G32.5-B-00,تالار سیمان,سیمان قائن,نقدی (مچینگ),"7,850","392,500","7,850","7,850","7,850","7,850",0,50,50,تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان قائن,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,888437
سیمان پرتلند نوع 1 رده 32/5-فله,GHCO-PCT1G32.5-B-00,تالار سیمان,سیمان قائن,نقدی,"7,850","15,307,500","7,850","7,850","7,850","7,850","2,000","1,950","1,950",تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان قائن,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,888437
سیمان پرتلند نوع 1 رده 32/5-کیسه50,GHCO-PCT1G32.5-L50-00,تالار سیمان,سیمان قائن,نقدی,"9,761","38,848,780","9,761","9,761","9,761","9,761","4,000","3,980","3,980",تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان قائن,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,888439
سیمان پرتلند نوع 1 رده 32/5-کیسه50,GHCO-PCT1G32.5-L50-00,تالار سیمان,سیمان قائن,نقدی (مچینگ),"9,761","195,220","9,761","9,761","9,761","9,761",0,20,20,تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان قائن,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,888439
شمش بلوم( 3sp(125*125,SSKC-BSG00OO-00,تالار صنعتی,سدید شمش خاتم,نقدی,"237,399","11,869,950","237,399","237,399","237,399","237,399",500,50,50,تن,1403/08/21,1403/08/26,انبار کارخانه,سدید شمش خاتم,,پویان,عمده,عادی,شمش,نقدی,ریال,888440
سیمان پرتلند نوع 1 رده 42/5-فله,WCO-PCT1G42.5-B-00,تالار سیمان,سیمان غرب,نقدی (مچینگ),"13,664","1,366,400","13,664","13,664","13,664","13,664",0,100,100,تن,1403/08/21,1403/08/26,انبار کارخانه,صنایع سیمان غرب,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,888443
سیمان پرتلند نوع 1 رده 42/5-فله,WCO-PCT1G42.5-B-00,تالار سیمان,سیمان غرب,نقدی,"13,664","10,589,600","13,664","13,664","13,664","13,664","2,000",775,775,تن,1403/08/21,1403/08/26,انبار کارخانه,صنایع سیمان غرب,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,888443
سیمان پرتلند نوع 1 رده 42/5-فله,WCO-PCT1G42.5-B-00,تالار سیمان,سیمان غرب,نقدی (مچینگ),"13,664","1,366,400","13,664","13,664","13,664","13,664",0,100,100,تن,1403/08/23,1403/08/26,انبار کارخانه,صنایع سیمان غرب,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,888443
سیمان پرتلند نوع 1 رده 42/5-کیسه50,WCO-PCT1G42.5-L50-00,تالار سیمان,سیمان غرب,نقدی (مچینگ),"12,965","19,123,375","12,965","12,965","12,965","12,965",0,"1,475","1,475",تن,1403/08/22,1403/08/26,انبار کارخانه,صنایع سیمان غرب,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,888445
سیمان پرتلند نوع 1 رده 42/5-کیسه50,WCO-PCT1G42.5-L50-00,تالار سیمان,سیمان غرب,نقدی,"12,965","23,661,125","12,965","12,965","12,965","12,965","3,500","1,825","1,825",تن,1403/08/21,1403/08/26,انبار کارخانه,صنایع سیمان غرب,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,888445
سیمان پرتلند نوع 1 رده 42/5-کیسه50,WCO-PCT1G42.5-L50-00,تالار سیمان,سیمان غرب,نقدی (مچینگ),"12,965","2,593,000","12,965","12,965","12,965","12,965",0,200,200,تن,1403/08/21,1403/08/26,انبار کارخانه,صنایع سیمان غرب,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,888445
شمش 1000p-99.8,ALSU-AP06101-00,تالار صنعتی,مجتمع صنایع آلومینیوم جنوب,نقدی,"1,790,000","3,669,500,000","1,790,000","1,790,000","1,790,000","1,790,000","3,000","2,150","2,050",تن,1403/08/21,1403/08/28,انبار کارخانه,مجتمع صنایع آلومینیوم جنوب,,آرمون بورس,عمده,عادی,شمش,نقدی,ریال,888446
شمش 1000p-99.8,ALSU-AP06101-00,تالار صنعتی,مجتمع صنایع آلومینیوم جنوب,نقدی (مچینگ),"1,790,000","1,700,500,000","1,790,000","1,790,000","1,790,000","1,790,000",0,950,950,تن,1403/08/21,1403/08/28,انبار کارخانه,مجتمع صنایع آلومینیوم جنوب,,آرمون بورس,عمده,عادی,شمش,نقدی,ریال,888446
سیمان پرتلند نوع 5 رده 42/5-فله,WCO-PCT5G42.5-B-00,تالار سیمان,سیمان غرب,نقدی (مچینگ),"11,132","2,226,400","11,132","11,132","11,132","11,132",0,200,200,تن,1403/08/21,1403/08/26,انبار کارخانه,صنایع سیمان غرب,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,888448
سیمان پرتلند نوع 5 رده 42/5-فله,WCO-PCT5G42.5-B-00,تالار سیمان,سیمان غرب,نقدی,"11,132","2,504,700","11,132","11,132","11,132","11,132","1,000",225,225,تن,1403/08/21,1403/08/26,انبار کارخانه,صنایع سیمان غرب,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,888448
سیمان پرتلند نوع 5 رده 42/5-فله,WCO-PCT5G42.5-B-00,تالار سیمان,سیمان غرب,نقدی (مچینگ),"11,132","834,900","11,132","11,132","11,132","11,132",0,75,75,تن,1403/08/22,1403/08/26,انبار کارخانه,صنایع سیمان غرب,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,888448
سیمان پرتلند نوع 5 رده 42/5-فله,WCO-PCT5G42.5-B-00,تالار سیمان,سیمان غرب,نقدی (مچینگ),"11,132","3,339,600","11,132","11,132","11,132","11,132",0,300,300,تن,1403/08/23,1403/08/26,انبار کارخانه,صنایع سیمان غرب,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,888448
سیمان پرتلند نوع 5 رده 42/5-کیسه50,WCO-PCT5G42.5-L50-00,تالار سیمان,سیمان غرب,نقدی (مچینگ),"13,692","342,300","13,692","13,692","13,692","13,692",0,25,25,تن,1403/08/23,1403/08/26,انبار کارخانه,صنایع سیمان غرب,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,888449
سیمان پرتلند نوع 5 رده 42/5-کیسه50,WCO-PCT5G42.5-L50-00,تالار سیمان,سیمان غرب,نقدی (مچینگ),"13,692","2,053,800","13,692","13,692","13,692","13,692",0,150,150,تن,1403/08/22,1403/08/26,انبار کارخانه,صنایع سیمان غرب,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,888449
سیمان پرتلند نوع 5 رده 42/5-کیسه50,WCO-PCT5G42.5-L50-00,تالار سیمان,سیمان غرب,نقدی,"13,692","8,215,200","13,692","13,692","13,692","13,692","2,500",600,600,تن,1403/08/21,1403/08/26,انبار کارخانه,صنایع سیمان غرب,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,888449
سیمان پرتلند نوع 1 رده 42/5-فله,SCC-PCT1G42.5-B-00,تالار سیمان,سیمان صوفیان,نقدی,"15,278","91,669,775","15,278","15,100","15,499","13,658","6,000","13,025","6,000",تن,1403/08/21,1403/08/26,انبار کارخانه,کارخانجات سیمان صوفیان,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,888450
سیمان پرتلند نوع 1 رده 42/5-کیسه50,SCC-PCT1G42.5-L50-00,تالار سیمان,سیمان صوفیان,نقدی,"17,994","143,948,630","17,994","17,888","18,199","16,437","8,000","12,160","8,000",تن,1403/08/21,1403/08/26,انبار کارخانه,کارخانجات سیمان صوفیان,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,888451
پلی وینیل کلراید S60,IPC-PVCMS60PP-00,تالار پتروشیمی,پتروشیمی بندرامام,نقدی,"468,245","113,315,378","468,245","466,700","471,999","455,911",242,572,242,تن,1403/08/21,1403/08/26,انبار کارخانه,پتروشیمی بندر امام,,توسعه فردا,عمده,عادی,پالت پلاستیکی,نقدی,ریال,888476
سیمان پرتلند نوع 1 رده 42/5-کیسه50,OAC-PCT1G42.5-L50-00,تالار سیمان,سیمان عمران انارک,نقدی,"16,684","41,709,520","16,684","16,639","16,939","16,300","2,500","3,990","2,500",تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان عمران انارک,,بانک صادرات ایران,عمده,عادی,کیسه,نقدی,ریال,888477
